filename,exists,size_bytes,english_variant,english_variant_exists,japanese_variant,japanese_variant_exists,status,english_ocr_sample
ch08-rag-layer-failure-debug-map-en.webp,True,515702,ch08-rag-layer-failure-debug-map-en.webp,True,ch08-rag-layer-failure-debug-map-en-ja.webp,False,localized_variant,: Debug RAG Failures by Layer ~~ Do not blame the model first; check whether evidence reached context. © “a ~— “ \\ ed 1X | WRONG ANSWER REPORT ey | Question: pow. 1 ¥ i} fa) What is the company’s data retention period? ed Is | Wrong. n | (
ch08-rag-layer-failure-debug-map-ja.webp,True,537168,ch08-rag-layer-failure-debug-map-ja-en.webp,False,ch08-rag-layer-failure-debug-map-ja.webp,True,localized_variant,"| ff / | U RAG ORSISBCLCITAN | = = | Ass Ea —_o se FL ao = = | SCEFIZHDT. MMA context KTHUEDAS. gS HA: SHOP RARO NSBR? er oles mS | , = = Ui PKS Vo Hs: ba q Er] EFUOEW : i MIOATS. |sRY ee CH) 28 context 37 == ~~ = Rurt-p € NBIC BERR F > 0 |"
ch08-rag-optimization-debug-funnel-map-en.webp,True,218060,ch08-rag-optimization-debug-funnel-map-en.webp,True,ch08-rag-optimization-debug-funnel-map-en-ja.webp,False,localized_variant,"e e e RAG Optimization Debug Funnel Find the bottleneck first, then tune knobs Look at logs a) So Tune knobs A Bad answer Symptom A Slow response _» AS A Missing source Look at logs 2) Se Tune knobs Document ve A Parse errors Processing 4 S"
ch08-rag-optimization-debug-funnel-map-ja.webp,True,211380,ch08-rag-optimization-debug-funnel-map-ja-en.webp,False,ch08-rag-optimization-debug-funnel-map-ja.webp,True,localized_variant,RAG #ie7O-— KIC NILAYIZADIStCTH 5 AE : ETERE or = @ CHE 3 document processing RL TERE BR ¥ 2) Key ety : retrieval ROE y ! Se Ait 8 He Gn) 3] © context sidlg SRVERE 4 CNR A 4] ©) generation / citation / SPARSE rs \ Mee v TBF IMVUBIS Pa
ch08-rag-position-bridge-en.webp,True,145990,ch08-rag-position-bridge-en.webp,True,ch08-rag-position-bridge-en-ja.webp,False,localized_variant,"LLM Basics Understand my | © Prompt | Understand dt | => fine-tuning | O— Adapt | + y nl ~<a >» » i Deel bh RAG aul rN he a es Base Q&A| p 2 4 | Ye tool calling Act b="" @) Agent is Act"
ch08-rag-position-bridge-ja.webp,True,260418,ch08-rag-position-bridge-ja-en.webp,False,ch08-rag-position-bridge-ja.webp,True,localized_variant,"@ LLMORE Ge ee , €) Prompt (3) fine-tuning —°— La 4 az tees ad = +e ot 3 9 a ——g eB | Q=) RBEA-2Q8A GRP |- Oa me - tool callin — Ri g ae A ent A » Oe"
ch08-rerank-query-rewrite-funnel-map-en.webp,True,432262,ch08-rerank-query-rewrite-funnel-map-en.webp,True,ch08-rerank-query-rewrite-funnel-map-en-ja.webp,False,localized_variant,Where Query Rewrite and Rerank Happen One changes the query; the other changes candidate order. (1) a = srr rp gg \3 -/ raw question ‘Why do RAG systems — Synonyms / related terms } St sometim es return RAG > retrieval-augmented generation
ch08-rerank-query-rewrite-funnel-map-ja.webp,True,444180,ch08-rerank-query-rewrite-funnel-map-ja-en.webp,False,ch08-rerank-query-rewrite-funnel-map-ja.webp,True,localized_variant,"Query Rewrite ¢ Rerank of —FISRRNERA. HI—-AlSRMOMF SEAS. / we 4 = =| \) \\e . = \ eae \ \. | @) xomR Veo eee we ° PAIR RTONEITC. 8 1-¥-ORRt °° ae es 1 \ we ¢ tp yy \ Ba cmEaEUeL. Yes RAMs \ ° = © rewrite_engine.py La Pe , Et omen INDEX @) q"
ch08-retrieval-strategy-comparison-map-v2-en.webp,True,599926,ch08-retrieval-strategy-comparison-map-v2-en.webp,True,ch08-retrieval-strategy-comparison-map-v2-en-ja.webp,False,localized_variant,"3 : ‘Y = Choose Retrieval Strategy by Failure Signal ~ Keyword, Vector, Hybrid, Rerank, Rewrite, and Filter solve different retrieval bugs. | Ss | | y 4 (How do I fix the - | How do I fix the prod error code E402? if prod error code £4022 |"
ch08-retrieval-strategy-comparison-map-v2-ja.webp,True,727384,ch08-retrieval-strategy-comparison-map-v2-ja-en.webp,False,ch08-retrieval-strategy-comparison-map-v2-ja.webp,True,localized_variant,"a G - ws . my 2 BCT mo S 3 Keyword, Vector. Hybrid, Rerank, Rewrite, Filter '¢)2oPiRd¢ 9. ma a f a Nn re YY ane pe) ELF re (2) keyword /BM25 | (2) vector search (3) hybrid 3 Bm 424. 1D. RAKE Tt FH-ML | 2 EMGEIBV. SRMUARI || can etaal| a fo}"
ch08-study-guide-four-layer-map-en.webp,True,205044,ch08-study-guide-four-layer-map-en.webp,True,ch08-study-guide-four-layer-map-en-ja.webp,False,localized_variant,Chapter 8 Study Guide © = LLM Apps Are a 4-Layer System - GD Knowledge Layer @e@e@ @0e0\e@ laa eo0e0 i ooee Docs Vector Store RAG LEX @ Model AY) Me oe. hac LLM =a 9 eos INS i @ LLM || Embedding + (vy) Build a ; . runnable ‘ey Application L
ch08-study-guide-four-layer-map-ja.webp,True,152468,ch08-study-guide-four-layer-map-ja-en.webp,False,ch08-study-guide-four-layer-map-ja.webp,True,localized_variant,TAL 4E LLM 7 = APILZ DECEIT TIER @ nite RAG OLBLEGSHHE EE - RRISE LJ 2 Q Bey Da|p 0 Sia “AZ bILDB BR @ trVk EFIPBR- tm - RRTHSE a Av @ee _— ese LLM BIE Embedding @ r77ve HBP Y ILEMARDU CHEECH Co ; . ® Bit Tool RAG 4) LHE A: BW: KBECERASE Se
ch08-template-payload-render-result-map-en.webp,True,404094,ch08-template-payload-render-result-map-en.webp,True,ch08-template-payload-render-result-map-en-ja.webp,False,localized_variant,"Rendered Result After Payload Validation Confirm seven required fields before generating the handoff body. d template payload 1) required fields 2 ) title, target_audience, Mee arene [ | document_goal, policy_block, bret cma, case_block, ch"
ch08-template-payload-render-result-map-ja.webp,True,458186,ch08-template-payload-render-result-map-ja-en.webp,False,ch08-template-payload-render-result-map-ja.webp,True,localized_variant,"Bi 12 O ta HER Payload Rik#z Ome ee ee ——eee——————eeee 7 DO sbFAIAB EHEERL TOS, FIEMEAKEES, {7 | template payload 56 7A3A B title tatiana, target_audience t vss (@ | Bb target audience -.........--] wrmtatens mmmm y (@ | BS terse autence —-"
ch08-template-schema-to-render-map-en.webp,True,135174,ch08-template-schema-to-render-map-en.webp,True,ch08-template-schema-to-render-map-en-ja.webp,False,localized_variant,"DOCUMENT SCHEMA =) a fs TEMPLATE PAYLOAD MAPPER | titl es : [T| pe ; 1 A (@) palicy_biock — &--—4 MAP SCHEMA |(a) i o| FIELDSTO CI case_block / e---4 SS. 1 tpariond, —|E=| checklist_block —@----4 °| = j SEE os ° WORD TEMPLATE PPT TEMPLATE W"
ch08-template-schema-to-render-map-ja.webp,True,101974,ch08-template-schema-to-render-map-ja-en.webp,False,ch08-template-schema-to-render-map-ja.webp,True,localized_variant,= Se % =< 7 ti ice L. RICTFYAL—-FAKE 4 pele document schema AD oaa iy oe template payload mapper Ls sald i g= H | 6} 9 | | || = TAB WHE title document_goal _policy_block case_block checklist_block source_block SY9L-h [2 Word template RoR %
ch08-unified-api-provider-gateway-map-en.webp,True,701848,ch08-unified-api-provider-gateway-map-en.webp,True,ch08-unified-api-provider-gateway-map-en-ja.webp,False,localized_variant,ee iy Vov a iy nized » en = wares) ay b= K = Phew Fret Alelag GATeWe onl Keep provider diffe aer Galeway. 5 — rences 0 arene dy | — : ai ut of busi ) ee Every provider leaks into code. et ‘(an 2 Gateway — a eet BIB Business uses one entry.
ch08-unified-api-provider-gateway-map-ja.webp,True,533368,ch08-unified-api-provider-gateway-map-ja-en.webp,False,ch08-unified-api-provider-gateway-map-ja.webp,True,localized_variant,"Ga "" = KAY 2 = . £& — Provider Gateway sneiid Provider N38We RHI-KICMSILEW. 1 a ese 2 Gateway { provider [CDE A CA RAMEN E1IICFS. (aS I-FiBNS, SCH] z z ‘‘ LD oe 4! rovider E, @ aS y"" E @ is, y | (ane) Provider Gateway t A oA), F ————_ / é S"
ch08-vector-record-metadata-filter-map-en.webp,True,610864,ch08-vector-record-metadata-filter-map-en.webp,True,ch08-vector-record-metadata-filter-map-en-ja.webp,False,localized_variant,= V + D ula M 7 | t Filt ecora + Metadata Friite | Vector Record + Metadata Filter Vectors find similarity; metadata keeps retrieval controllable. Oid a || | |Ovectorr ae Stable record identity. | ie aA Numeric meaning i oe a > ae Il |} rep
ch08-vector-record-metadata-filter-map-ja.webp,True,655282,ch08-vector-record-metadata-filter-map-ja-en.webp,False,ch08-vector-record-metadata-filter-map-ja.webp,True,localized_variant,"p~| 4 » | \ yy Vector record & metadata filter | @ s vector (t FAKE, metadata s*RR 0 Ble 12493, a OC et a e eZ) ~ | re, SSl25 lez Hid OD came, [F< ae [LEHI ie || | record & £27 /~\ A. | / “0: amen | BINT) | i! 23192, bp’ SI | ho 7 a S —\ fi"
ch08-workshop-chunk-execution-flow-map-en.webp,True,244642,ch08-workshop-chunk-execution-flow-map-en.webp,True,ch08-workshop-chunk-execution-flow-map-en-ja.webp,False,localized_variant,Lae RAG WORKSHOP .: 1) DOCUMENTS WN LN IN CN as Al Basics © RAG Vector Prompt DOCUMENTS Lu Guide & Overview | Search 101 3 Engineering list enters the pipeline. source: docs/ai_basics.md | | source: docs/ragoverviewmd | | source: docs/vecto
ch08-workshop-chunk-execution-flow-map-ja.webp,True,258786,ch08-workshop-chunk-execution-flow-map-ja-en.webp,False,ch08-workshop-chunk-execution-flow-map-ja.webp,True,localized_variant,"MB sentence #WCHIFT. chunk (CZCHS 7 @ DOCUMENTS list Zz Qi: ces MHOXRE - ae UAb (BB T XB-K ae + roles Pa + text (4%) 2] split sentences 3 4 sentence ¢LT x be) = R4vb RUHLES. =» ml.) PTS ee sentence [< obd BHLET. , 3) group by sentences_per_"
ch08-workshop-evaluation-pass-fail-flow-map-en.webp,True,683482,ch08-workshop-evaluation-pass-fail-flow-map-en.webp,True,ch08-workshop-evaluation-pass-fail-flow-map-en-ja.webp,False,localized_variant,"~ Reading the RAG Workshop Run C Turn print output into chunks, cited answer, safety branches, and evaluation. | 1 parse and chunk —_____._.. —_ _____, , ch gm) Course refund policy *) | I; Course refund policy | | MN i] y) refund-policy#2 "
ch08-workshop-evaluation-pass-fail-flow-map-ja.webp,True,752054,ch08-workshop-evaluation-pass-fail-flow-map-ja-en.webp,False,ch08-workshop-evaluation-pass-fail-flow-map-ja.webp,True,localized_variant,"ey : oa sea, | RAG I-F7Y av FORTRRERC Ik print #% chunk, SIAMEOS, LEG HHELTHE. first_chunk= || E i) oes | (ieee | lhe =| \ if refund-policy#1 —— =) | | a I | lo ae a Q| — 4 ———— = ji = Cima ST ae © a g en ee a p TASES || eit, SMA 20% RBOS, "
ch08-workshop-retrieve-permission-branch-map-en.webp,True,263314,ch08-workshop-retrieve-permission-branch-map-en.webp,True,ch08-workshop-retrieve-permission-branch-map-en-ja.webp,False,localized_variant,"° ° e ee \\ retrieve() first retrieves, then checks permission , score first, then role-based routing e We always uel aA retrieve first. Q query He) (ol) Then we check ony i) permission! CY 7 4 keyword_score (score each candidate chunk) Doc"
ch08-workshop-retrieve-permission-branch-map-ja.webp,True,306372,ch08-workshop-retrieve-permission-branch-map-ja-en.webp,False,ch08-workshop-retrieve-permission-branch-map-ja.webp,True,localized_variant,"ees i ; Pals re 8 i retrieve() ISAICRR. TOBIMRMTEAH | F) FRAT Jz | #88 \ cy HERMES | query [| RAGE £08, HBT (Bl: RROI—KVy Fé?) [b I-Fyay7- ZDKAANDE. : CO) retrieve() a = Hf < DSA (EF GARR |) Lr AYFIIR (59 bIL DB %L) 9 t 1 | DO 7EY SIE OK BF"
ch09-advanced-planning-dag-critical-path-map-en.webp,True,236924,ch09-advanced-planning-dag-critical-path-map-en.webp,True,ch09-advanced-planning-dag-critical-path-map-en-ja.webp,False,localized_variant,Dependencies + Parallel Workers + Critical Path ae @ Task node » Task A — Dependency en \___! Parallel workers O Task B «== Critical path Parallel workers f g2e0 a a naa re 5 = rite = are Work in parallel 1 | | Q Task C wl Task E | | When r
ch09-advanced-planning-dag-critical-path-map-ja.webp,True,226914,ch09-advanced-planning-dag-critical-path-map-ja-en.webp,False,ch09-advanced-planning-dag-critical-path-map-ja.webp,True,localized_variant,DAG CTH2SitH MI = CHASE EH = RWYUARTEE =O ETIANS == - QA TITIES So ¥RID DAG > Bat CO #927 CO £3927 z= BEGH — KERR (dependency) — BERK ‘. wRGIR L+_J (resource limit) ees ah 4h 4h ee = alr gt =. as 1. FIC CESS A 2. 5RRORHH REDE AF SMW ICHEC A
ch09-advanced-tool-patterns-output-map-en.webp,True,431908,ch09-advanced-tool-patterns-output-map-en.webp,True,ch09-advanced-tool-patterns-output-map-en-ja.webp,False,localized_variant,"+ _ Reading Advanced Tool Pattern Results | > Wrap first, enhance the call, then package stable workflows. _ | © le 4] cache wrapper ¢ (| ] | id qui p | cache first call | summary @ i search_docs > refund query-> soure=too | Summary: Refund"
ch09-advanced-tool-patterns-output-map-ja.webp,True,577458,ch09-advanced-tool-patterns-output-map-ja-en.webp,False,ch09-advanced-tool-patterns-output-map-ja.webp,True,localized_variant,"le Te + 2245 _ ""ER tool pattern nRE RL = EF AA UML EBL, HE 70-CAMATE SHAT S. ii pe ea eee — |@ cache wrapper | te jae | J cache 188 i ee OB e | | Search_docs | Source=tool | be W/9 EE query bw tt ‘| pid oarons J i Be query —> source=tool. |"
ch09-agent-action-loop-trace-map-en.webp,True,247314,ch09-agent-action-loop-trace-map-en.webp,True,ch09-agent-action-loop-trace-map-en-ja.webp,False,localized_variant,Agent Action Loop Goal > Decision > Action > Observation > State Update — Final Answer Trace {=} e@ Find the best ] User Goal laptops for students os a under $800. / e \ step 1 \ ( | \ @ | goal ea oT User goal received fous Options 2) Decis
ch09-agent-action-loop-trace-map-ja.webp,True,289966,ch09-agent-action-loop-trace-map-ja-en.webp,False,ch09-agent-action-loop-trace-map-ja.webp,True,localized_variant,Agent Offiféls. A iT - BR KS MeRVIEL. trace lcRULTRUBNSTCE A) 1-—t-BEB trace (BE) GQ BRUTE emURVZE FRTOAF YT ERR 1 decision 1 © Bik H 3 Me peosiee | ; 4 ; @B yer om 7 | | | RY a6 | |i ink >) ; ) feivesesee Pas ¥ A BRROWL BURT] | | Z i x too
ch09-agent-benchmark-custom-eval-map-en.webp,True,404104,ch09-agent-benchmark-custom-eval-map-en.webp,True,ch09-agent-benchmark-custom-eval-map-en-ja.webp,False,localized_variant,"— Benchm« ustom Eval. Set=ur"" eublic se he 2} tasks show readiness == | —- cai | =_ =. 1 , IN Ne 4 Ais \i/ Fae | 7 NWS 7 — = | %( ee a BR —— Nhe ~ | x \ ‘ / og ois = SS i 1 ae Ok a — = a pene, . — eae: 4 2 ro) | .-& ee Se | a o e = : y ar e"
ch09-agent-benchmark-custom-eval-map-ja.webp,True,401718,ch09-agent-benchmark-custom-eval-map-ja-en.webp,False,ch09-agent-benchmark-custom-eval-map-ja.webp,True,localized_variant,"aa + a sek = ty Bench: BB ay Cpe | pmzarisen SABRMERS 7S pa ee fees paaeee® Fs =e a ooo) 1 = —= = eel Ow. a hg j — , va ® = w Ase cy A ~ Oo > $6 — id 14 y* Ss »>) = a a= ey . : \ OW eee | tae. a 8 Se Sy C x. soled & wv 4 ey » ag | ‘ey ° es "
ch09-agent-boundary-map-en.webp,True,684916,ch09-agent-boundary-map-en.webp,True,ch09-agent-boundary-map-en-ja.webp,False,localized_variant,"~N ~ Choose the Smallest Useful Agent Boundary 4 Do not use an agent when a simpler boundary works. <= sis... Vola © 1 Fixed workflow | ams (2) 2 RAG desk |paaemnr iad N . Known steps, repeatable path.) <""— rA Find evidence first. J aww 2 4"
ch09-agent-boundary-map-ja.webp,True,572064,ch09-agent-boundary-map-ja-en.webp,False,ch09-agent-boundary-map-ja.webp,True,localized_variant,"=I s woke Mi ay i CRILO Agent RIS BRI CEU SES Agent CLE. E38 A workflow ®) RAG desk iL FIRM EROCHRCES. | AL || ICMAT. ee I i eed val Welalel ele i, | Ac || @7-98% U > A “(85 3 bg Q|# | | | * FAQ Qi2 Jour Gal) x 4 Sa aS ee Ounte BD) SNS ba |"
ch09-agent-boundary-workflow-chatbot-map-en.webp,True,231372,ch09-agent-boundary-workflow-chatbot-map-en.webp,True,ch09-agent-boundary-workflow-chatbot-map-en-ja.webp,False,localized_variant,Different control boundaries. Different outcomes. workflow PEAR 3A 4A Predefined path. eye ge Fixed steps from start to end. Be Ve S oO start step 1 step 2 end cE) s ® step 3B step 4B % © Follows a fixed route. Predictable and repeatable. c
ch09-agent-boundary-workflow-chatbot-map-ja.webp,True,186376,ch09-agent-boundary-workflow-chatbot-map-ja-en.webp,False,ch09-agent-boundary-workflow-chatbot-map-ja.webp,True,localized_variant,fall #1 232) workflow / chatbot / Agent workflow MBAWRESTUS Ale +|R An 4 3B Hea eT chatbot OE) 2-16 1-H botOikFS ft (bot) Agent & pais @ ™ state A plan alll Mtg na tf §(@) J feedback Agent at tool loop a take °% L oC od a8 Rl observation NY
ch09-agent-cache-savings-result-map-en.webp,True,705516,ch09-agent-cache-savings-result-map-en.webp,True,ch09-agent-cache-savings-result-map-en-ja.webp,False,localized_variant,Reading Cache Savings Four lookups create only two paid API calls because repeated keys hit cache. | Ee 3 a source=api ¢ @ eund lookup 1 @ é i lic refund policy -> ad ees ay: : po icy | MISS -> source=api; i - S ra aR As e = = | | a cost=0.
ch09-agent-cache-savings-result-map-ja.webp,True,839556,ch09-agent-cache-savings-result-map-ja-en.webp,False,ch09-agent-cache-savings-result-map-ja.webp,True,localized_variant,"© See Fry Ya GRORAD 4EORRTS. AH API HULISELU key O2HENICRS, Hi 8ehvy— & LU key BOT | } | 1 (Miss) - | cache lcfR# > -— MISS -> source=api ; ELLIS cost=0.002. : \ recur (0 Woes Zs) Speen foce) (mr 2 Ecce > || camerey) |) ae 2) 2H Betyy—- | 5"
ch09-agent-checkpoint-recovery-result-map-en.webp,True,745678,ch09-agent-checkpoint-recovery-result-map-en.webp,True,ch09-agent-checkpoint-recovery-result-map-en-ja.webp,False,localized_variant,"os PR <i RNP a RET ROR | PTR RH a GR SR a ) Reading Checkpoint Recovery Results J - The first run crashes at summarize; the second run resumes from current_index=1. A first run | event_log | @e) load_data completes, etarted compen > then ch"
ch09-agent-checkpoint-recovery-result-map-ja.webp,True,663192,ch09-agent-checkpoint-recovery-result-map-ja-en.webp,False,ch09-agent-checkpoint-recovery-result-map-ja.webp,True,localized_variant,"""Checkpoint 7#RORAH : mils summarize CHS. ‘Ris current_index=1 MS#ilt3. F 1 RMORA (current_index=0 #554) | | 6 event_log | oases oF } started, completed, | ‘ASK_PLAN | 2. started, failed, started, j cert 4 load_data i completed, started, NB"
ch09-agent-cost-estimator-result-map-en.webp,True,769552,ch09-agent-cost-estimator-result-map-en.webp,True,ch09-agent-cost-estimator-result-map-en-ja.webp,False,localized_variant,", 4 Reading the Agent Cost Estimator =) The bill changes because the task chain changes, not because one price label changed. H| baseline_task sia | . . two large_model calls: | PER-STEP COST op oe gee aeameete a.) fam 0.027 + 0.0206. | bas"
ch09-agent-cost-estimator-result-map-ja.webp,True,779950,ch09-agent-cost-estimator-result-map-ja-en.webp,False,ch09-agent-cost-estimator-result-map-ja.webp,True,localized_variant,"(0) St co} : ionah Fe Whe, BABE CR, TATERORNERA SCHR GOT OS, : Geran j | 0.027 + 0.0206 + =) 218 large_model : | 0,002 + 0.0005 = ft Seco | con ea Se. | MP xat-7y:[ 300 | tab-2y: [220 | po ore |B00B8 / ie a ee ee ees eae | vector_retrieval "
ch09-agent-cost-routing-cache-budget-map-en.webp,True,344686,ch09-agent-cost-routing-cache-budget-map-en.webp,True,ch09-agent-cost-routing-cache-budget-map-en-ja.webp,False,localized_variant,"eee Agent Cost Control Route Cost comes from the whole task chain, not one model call. USER REQUEST: “Research renewable energy incentives in California, summarize key programs, limits, and application links. Provide a table and recommendat"
